id_usuario,idade,genero,pais,ocupacao,nivel_renda,anos_jogando,genero_preferido,plataforma,tipo_dispositivo,nivel_ranqueado,horas_jogo_diarias,sessoes_semanais,horas_madrugada,horas_fim_de_semana,max_horas_consecutivas,proporcao_multiplayer,denuncias_chat_toxico,frequencia_rage_quit,compras_no_jogo,gasto_mensal_usd,aberturas_lootbox,status_assinatura,score_estresse,score_solidao,indice_dependencia_dopamina,score_autocontrole,score_impulsividade,nivel_ansiedade,indicador_depressao,estabilidade_emocional,horas_sono,exercicios_por_semana,xicaras_cafeina_dia,horas_interacao_social,status_relacionamento,nota_ou_performance,prazos_perdidos,queda_produtividade_percentual,dias_absenteismo,velocidade_internet_mbps,horas_tela_total,cluster_comportamental,score_dependencia,dependencia_binaria,severidade_dependencia,probabilidade_burnout,score_risco_saude_mental,probabilidade_churn
USR000201,18,Feminino,Indonésia,Freelancer,Baixa,4,MMORPG,PC e console,PC high-end,Ouro,"1,3",1,"0,0","2,1","2,1","0,0",1,1,2,"13,93",0,Básica,"4,7","6,9","1,2","5,5","6,6","8,1","4,2","5,3","9,0",2,0,"3,1",Solteiro,"4,0",0,"23,4",2,"214,1","3,6",Jogador casual,"18,13",0,Witout addiction,"1,0","0,615","1,0"
USR000202,25,Feminino,Austrália,Empregado,Média-baixa,13,Terror,PC e mobile,PC intermediario,Grao-mestre,"9,0",10,"2,2","8,6","15,2","0,15",5,3,5,"72,03",9,No subscription,"8,3","3,5","4,9","3,2","7,0","7,2","2,5","5,7","7,9",2,3,"3,6",Em um relacionamento,"4,0",3,"21,2",5,"5,0","11,9",Jogador compulsivo,"53,25",1,Moderada,"1,0","0,485","0,741"
USR000203,19,Feminino,Índia,Empregado,Média-baixa,7,Estratégia,Mobile,Misto,Bronze,"2,0",7,"0,0","2,2","2,4","0,36",0,1,8,"61,23",17,Básica,"6,4","3,6","1,9","7,1","4,1","8,3","5,4","8,8","8,7",1,3,"4,6",Solteiro,"4,0",3,"5,4",0,"66,4","6,7",Jogador casual,"20,2",0,Leve,"1,0","0,685","0,869"
USR000204,27,Nao binario,Estados Unidos,Estudante,Baixa,15,Sandbox,Mobile,PC intermediario,Bronze,"3,9",7,"1,8","5,6","8,9","0,55",17,8,0,"29,3",2,Premium,"2,8","6,8","3,9","4,1","7,6","4,7","7,0","7,8","4,4",4,4,"0,9",Solteiro,"3,13",1,"0,0",1,"126,8","5,8",Competidor toxico,"44,74",0,Moderada,"1,0","0,585","0,895"
USR000205,30,Masculino,Japão,Streamer/Criador de conteudo,Média-baixa,16,Estratégia,PC,Misto,Prata,"7,8",9,"3,0","12,8","13,0","0,22",6,3,1,"14,92",2,No subscription,"4,7","6,3","6,4","5,2","5,2","3,2","5,9","7,0","6,1",1,5,"4,0",Solteiro,"4,0",4,"13,0",7,"47,6","9,5",Jogador compulsivo,"52,19",1,Moderada,"1,0","0,455","0,671"
USR000206,24,Masculino,Brasil,Empregado,Média-baixa,12,Terror,PC e mobile,Notebook,Diamante,"7,2",12,"3,5","10,7","9,7","0,37",1,0,6,"25,41",3,No subscription,"7,4","3,0","5,9","7,9","3,5","7,1","3,5","4,2","4,2",3,0,"3,3",Casado,"4,0",7,"42,3",10,"26,3","9,3",Jogador social,"46,6",0,Moderada,"1,0","0,53","0,632"
USR000207,31,Masculino,Japão,Estudante,Baixa,19,RPG,PC,Console,Platina,"6,9",5,"2,4","10,9","12,5","0,57",2,3,2,"0,0",0,No subscription,"5,1","4,4","3,4","1,0","9,0","3,3","5,9","7,6","7,3",1,3,"0,0",Em um relacionamento,"2,78",2,"10,5",13,"175,5","9,1",Streamer/Criador,"52,57",1,Moderada,"1,0","0,46","0,965"
USR000208,24,Masculino,França,Desempregado,Média-baixa,12,Casual,Mobile,Mobile,Prata,"3,4",3,"0,0","6,9","7,1","0,22",1,0,0,"43,02",13,No subscription,"7,8","3,2","3,0","9,0","5,9","5,8","4,3","5,2","7,1",1,5,"3,7",Solteiro,"4,0",0,"8,3",6,"115,7","6,6",Jogador casual,"25,48",0,Leve,"1,0","0,505","0,698"
USR000209,15,Masculino,Brasil,Empregado,Média,2,MMORPG,PC,PC high-end,Bronze,"1,5",1,"0,0","2,0","4,7","0,19",0,1,2,"23,78",1,No subscription,"3,9","3,2","1,8","5,6","6,4","4,6","5,8","6,3","6,9",4,0,"3,5",Solteiro,"4,0",0,"13,3",7,"79,1","3,3",Jogador casual,"24,24",0,Leve,"1,0","0,52","0,775"
USR000210,27,Masculino,Estados Unidos,Freelancer,Média,15,FPS,PC e console,Mobile,Ouro,"11,8",13,"3,7","16,2","19,4","0,67",0,3,5,"0,0",0,Básica,"9,9","4,8","7,1","3,9","4,4","7,8","2,4","6,7","5,0",2,5,"2,0",Prefiro nao informar,"4,0",7,"18,0",11,"154,7","13,9",Streamer/Criador,"68,0",1,Severa,"1,0","0,51","0,788"
USR000211,30,Prefiro nao informar,Japão,Desempregado,Média-alta,18,Casual,PC e mobile,Mobile,Ouro,"6,8",11,"3,0","8,2","5,3","0,72",4,3,8,"73,34",9,Ultimate,"7,4","3,0","6,0","7,2","3,5","4,7","4,9","8,6","8,3",0,1,"2,0",Casado,"4,0",4,"17,3",5,"178,7","9,6",Competidor intenso,"41,68",0,Moderada,"1,0","0,345","0,8"
USR000212,19,Feminino,China,Desempregado,Média-baixa,7,MMORPG,Mobile,PC intermediario,Prata,"9,7",14,"3,9","14,6","13,7","0,43",1,0,6,"26,44",4,No subscription,"5,8","4,0","5,9","7,6","5,9","4,3","2,8","8,4","6,6",0,4,"0,3",Em um relacionamento,"4,0",1,"38,6",6,"112,7","10,9",Streamer/Criador,"52,62",1,Moderada,"1,0","0,355","0,679"
USR000213,16,Masculino,Coréia do Sul,Streamer/Criador de conteudo,Média,4,Battle Royale,Mobile,Console,Prata,"6,1",9,"2,8","10,2","8,2","0,53",12,5,1,"70,16",17,No subscription,"9,5","6,2","3,9","2,9","8,6","8,6","6,7","3,9","6,4",4,3,"0,6",Solteiro,"4,0",4,"20,6",5,"30,0","8,3",Competidor toxico,"54,35",1,Moderada,"1,0","0,765","0,838"
USR000214,28,Feminino,Estados Unidos,Estudante,Média,16,MMORPG,Console,PC intermediario,Prata,"7,3",9,"1,8","10,1","13,2","0,32",2,3,0,"34,51",2,Premium,"7,8","6,1","5,7","6,0","5,9","6,5","4,3","3,8","6,8",2,4,"1,6",Em um relacionamento,"3,03",2,"24,2",2,"170,8","7,5",Competidor intenso,"45,35",0,Moderada,"1,0","0,54","0,881"
USR000215,20,Feminino,Reino Unido,Estudante,Média-alta,8,Esportes,PC e mobile,Notebook,Ouro,"8,8",10,"3,6","14,9","15,0","0,29",1,0,2,"89,39",14,Básica,"8,2","4,6","6,3","4,0","5,5","6,8","4,9","6,8","4,9",3,2,"3,1",Em um relacionamento,"3,24",3,"15,5",6,"24,3","9,6",Streamer/Criador,"55,09",1,Moderada,"1,0","0,565","0,793"
USR000216,23,Masculino,China,Empregado,Média-baixa,11,MOBA,PC,PC intermediario,Platina,"11,0",11,"3,6","16,0","16,8","0,54",1,0,0,"0,0",3,Premium,"5,1","9,1","6,6","8,2","2,0","5,8","7,7","7,2","6,5",2,5,"1,5",Em um relacionamento,"4,0",2,"16,7",10,"204,7","13,7",Streamer/Criador,"47,86",0,Moderada,"1,0","0,675","0,939"
USR000217,20,Masculino,Alemanha,Freelancer,Média,3,Casual,Console,Console,Ouro,"10,4",10,"3,9","11,4","13,8","0,11",1,1,7,"69,12",19,No subscription,"8,7","4,3","7,3","3,9","6,9","4,6","7,1","6,3","6,4",0,3,"0,1",Solteiro,"4,0",3,"17,5",11,"50,1","15,1",Jogador compulsivo,"59,1",1,Moderada,"1,0","0,585","0,813"
USR000218,23,Masculino,Austrália,Empregado,Média-alta,11,FPS,PC,PC high-end,Ouro,"9,1",9,"2,8","8,3","20,1","0,72",24,6,8,"115,96",26,No subscription,"9,5","5,1","5,5","3,7","7,2","6,3","8,2","5,6","6,3",3,4,"2,7",Casado,"4,0",3,"7,9",6,"93,6","11,3",Competidor toxico,"50,69",1,Moderada,"1,0","0,725","0,935"
USR000219,35,Masculino,Estados Unidos,Empregado,Baixa,19,MOBA,PC,PC high-end,Sem ranking,"4,9",7,"2,1","5,2","11,3","0,7",7,1,5,"18,69",2,Premium,"10,0","1,0","4,4","6,2","7,0","5,1","1,7","8,1","7,8",2,4,"4,0",Casado,"4,0",1,"15,2",2,"156,4","7,4",Competidor intenso,"36,61",0,Leve,"1,0","0,34","0,681"
USR000220,18,Nao binario,Alemanha,Estudante,Média-alta,6,Sandbox,PC,Misto,Bronze,"8,4",11,"3,1","10,5","16,5","0,36",1,0,10,"64,84",12,Premium,"8,6","6,1","4,8","5,7","4,5","8,0","4,5","6,7","6,3",1,4,"3,0",Em um relacionamento,"2,9",3,"22,9",2,"19,9","12,3",Jogador compulsivo,"44,59",0,Moderada,"1,0","0,625","0,726"
USR000221,25,Masculino,Rússia,Desempregado,Baixa,12,MMORPG,Console,Misto,Ouro,"7,9",15,"1,9","10,5","12,0","0,06",0,5,0,"9,72",5,Premium,"6,5","10,0","5,6","4,2","6,5","6,5","6,8","6,6","7,6",1,5,"1,0",Solteiro,"4,0",1,"3,6",8,"46,8","10,0",Streamer/Criador,"48,25",0,Moderada,"1,0","0,665","0,888"
USR000222,15,Masculino,Japão,Empregado,Alta,3,Casual,PC,Console,Platina,"5,0",5,"1,4","6,4","7,5","0,36",1,0,16,"167,37",41,No subscription,"6,2","3,8","3,7","7,6","6,7","5,7","2,7","6,5","5,8",1,3,"0,6",Solteiro,"4,0",1,"21,1",7,"44,2","5,7",Jogador social,"30,1",0,Leve,"1,0","0,42","0,838"
USR000223,14,Masculino,Outro,Empregado,Média-baixa,2,FPS,PC,PC intermediario,Bronze,"10,0",12,"3,8","10,6","16,5","0,37",1,0,0,"20,94",3,Ultimate,"8,5","5,6","7,3","5,9","5,3","4,8","5,3","4,3","5,4",0,0,"1,4",Em um relacionamento,"4,0",2,"23,3",7,"213,3","11,8",Jogador compulsivo,"59,61",1,Moderada,"1,0","0,505","0,973"
USR000224,21,Masculino,Rússia,Freelancer,Média-baixa,9,Esportes,Console,PC high-end,Platina,"3,3",1,"0,4","4,9","1,9","0,24",1,2,5,"27,98",8,No subscription,"5,7","6,3","1,0","10,0","2,8","3,4","3,9","7,6","5,6",2,2,"2,6",Em um relacionamento,"4,0",5,"1,2",5,"111,3","3,9",Jogador social,"19,33",0,Witout addiction,"1,0","0,365","0,743"
USR000225,26,Masculino,Coréia do Sul,Desempregado,Baixa,14,Esportes,Console,Mobile,Prata,"3,0",3,"1,0","3,4","2,9","0,46",0,1,8,"7,78",5,Ultimate,"6,5","4,8","3,8","6,0","3,9","3,9","5,9","5,6","8,1",0,2,"2,7",Solteiro,"4,0",0,"18,3",7,"52,5","5,6",Jogador casual,"25,38",0,Leve,"1,0","0,49","0,875"
USR000226,25,Prefiro nao informar,Estados Unidos,Empregado,Média,10,Terror,PC,Console,Bronze,"5,1",7,"1,2","7,2","10,5","0,81",0,3,8,"57,66",16,Básica,"7,5","6,7","5,9","7,1","5,2","5,5","5,4","3,5","7,4",1,3,"3,2",Solteiro,"4,0",4,"20,6",9,"53,1","7,5",Jogador social,"34,97",0,Leve,"1,0","0,545","0,743"
USR000227,20,Prefiro nao informar,Austrália,Empregado,Média-baixa,8,MMORPG,PC,Mobile,Mestre,"4,2",7,"0,1","5,7","6,3","0,23",1,0,0,"9,59",5,Premium,"8,3","6,2","3,9","6,2","5,5","4,3","8,1","5,3","7,2",3,4,"1,6",Solteiro,"4,0",6,"0,0",8,"22,0","6,6",Jogador social,"30,28",0,Leve,"1,0","0,62","0,824"
USR000228,21,Masculino,Reino Unido,Empregado,Média,9,Battle Royale,PC e console,PC intermediario,Diamante,"3,6",2,"0,5","4,0","4,1","0,55",1,5,2,"20,82",0,Básica,"7,8","9,4","2,5","5,2","5,2","6,9","7,5","8,2","6,4",3,1,"1,0",Solteiro,"4,0",3,"28,0",1,"141,7","4,9",Jogador social,"34,17",0,Leve,"1,0","0,72","0,984"
USR000229,28,Masculino,Reino Unido,Estudante,Média,16,MOBA,Console,PC intermediario,Platina,"8,6",13,"4,1","10,9","12,5","0,84",6,2,1,"77,58",22,Básica,"6,6","2,3","5,4","5,4","7,6","5,7","4,7","7,4","5,0",2,0,"2,0",Em um relacionamento,"3,05",4,"20,5",14,"117,9","11,4",Jogador compulsivo,"58,04",1,Moderada,"1,0","0,52","0,814"
USR000230,22,Masculino,Estados Unidos,Freelancer,Média,9,Battle Royale,PC e console,Console,Bronze,"6,5",8,"2,0","5,8","10,1","0,62",18,4,6,"2,26",2,No subscription,"6,1","6,9","5,4","6,9","4,7","6,1","6,4","6,0","5,9",1,3,"3,5",Em um relacionamento,"4,0",5,"9,5",6,"111,2","7,5",Competidor toxico,"40,86",0,Moderada,"1,0","0,625","0,94"
USR000231,27,Masculino,Índia,Empregado,Média,15,Esportes,PC,Misto,Platina,"3,3",4,"1,8","3,8","5,3","0,51",0,0,0,"23,69",5,No subscription,"5,5","6,0","2,3","9,2","3,7","5,0","4,7","6,3","5,4",2,0,"1,0",Solteiro,"4,0",1,"0,0",10,"5,0","5,7",Jogador casual,"25,97",0,Leve,"1,0","0,485","0,702"
USR000232,21,Masculino,Outro,Estudante,Média,9,Battle Royale,Mobile,Mobile,Prata,"8,4",13,"2,8","11,9","18,3","1,0",0,0,4,"63,31",9,No subscription,"6,4","1,0","6,6","7,3","3,2","2,8","1,4","7,1","7,2",1,0,"3,6",Em um relacionamento,"2,81",2,"22,4",8,"161,1","10,5",Busca escape,"44,78",0,Moderada,"1,0","0,21","0,62"
USR000233,28,Masculino,Estados Unidos,Empregado,Média-alta,16,Esportes,Mobile,PC intermediario,Ouro,"3,8",8,"0,2","6,1","3,8","0,65",1,0,11,"109,14",24,No subscription,"5,4","4,3","1,7","5,6","5,8","3,1","5,1","8,5","6,8",4,2,"0,0",Solteiro,"4,0",3,"9,6",6,"235,1","5,4",Jogador social,"27,02",0,Leve,"1,0","0,41","0,764"
USR000234,29,Masculino,Alemanha,Empregado,Média-alta,17,MOBA,Console,Notebook,Mestre,"4,7",7,"1,3","8,2","3,5","0,52",25,3,0,"67,76",16,Básica,"7,0","2,0","2,6","4,8","6,6","4,6","3,4","5,4","8,1",0,0,"3,0",Prefiro nao informar,"4,0",4,"8,1",7,"189,8","7,8",Competidor toxico,"35,06",0,Leve,"1,0","0,4","0,758"
USR000235,18,Nao binario,Reino Unido,Estudante,Média-baixa,6,Casual,Console,Misto,Ouro,"9,0",13,"4,6","11,7","17,4","0,05",2,0,0,"11,57",2,No subscription,"10,0","6,7","7,0","10,0","1,0","8,6","5,8","2,5","6,2",3,4,"2,3",Em um relacionamento,"2,8",6,"21,8",7,"92,8","12,0",Streamer/Criador,"40,27",0,Moderada,"1,0","0,72","1,0"
USR000236,28,Nao binario,Brasil,Freelancer,Média,16,MMORPG,PC,Mobile,Diamante,"6,9",7,"1,8","10,2","11,8","0,63",8,5,8,"53,12",7,Básica,"6,4","2,3","4,4","5,6","6,6","6,6","4,4","7,6","8,1",4,2,"2,8",Solteiro,"4,0",6,"25,1",6,"214,3","7,6",Competidor intenso,"36,58",0,Leve,"1,0","0,55","0,977"
USR000237,20,Masculino,Índia,Estudante,Média-baixa,8,MOBA,PC,Console,Diamante,"4,1",3,"0,4","5,8","4,9","0,83",0,1,8,"50,44",5,No subscription,"5,8","2,6","4,0","1,4","8,7","4,9","5,3","4,3","7,7",2,1,"2,6",Em um relacionamento,"3,03",3,"11,2",3,"67,7","6,9",Jogador social,"44,77",0,Moderada,"1,0","0,51","0,874"
USR000238,19,Feminino,Estados Unidos,Estudante,Média-baixa,4,MMORPG,PC,Console,Ouro,"5,5",8,"1,9","5,9","6,8","0,22",0,0,1,"56,52",6,Básica,"10,0","6,7","4,3","9,9","5,1","8,7","6,0","3,9","7,2",0,1,"2,1",Solteiro,"3,08",1,"4,9",0,"77,7","7,0",Jogador social,"30,54",0,Leve,"1,0","0,735","0,743"
USR000239,22,Masculino,Brasil,Empregado,Média,10,MOBA,PC e console,Console,Ouro,"5,5",7,"2,0","8,4","8,9","0,9",1,0,0,"48,28",6,Ultimate,"5,3","1,0","3,6","5,0","3,7","4,1","2,5","7,4","6,3",2,0,"3,8",Solteiro,"4,0",2,"16,1",0,"107,2","6,9",Jogador social,"36,93",0,Leve,"1,0","0,33","0,624"
USR000240,25,Feminino,México,Empregado,Baixa,11,MOBA,PC,Console,Mestre,"7,7",10,"2,9","12,0","11,2","0,88",0,0,2,"27,65",3,Premium,"5,9","6,9","4,8","4,6","5,9","5,9","4,4","8,3","7,1",1,2,"0,4",Solteiro,"4,0",5,"22,8",6,"70,2","10,5",Busca escape,"43,32",0,Moderada,"1,0","0,515","0,804"
USR000241,24,Masculino,Brasil,Desempregado,Média-alta,12,MMORPG,PC,Console,Ouro,"8,2",9,"3,4","7,8","12,5","0,42",0,1,1,"62,78",11,No subscription,"6,7","8,7","5,0","8,2","2,2","6,5","6,6","5,7","7,2",0,2,"3,7",Solteiro,"4,0",4,"22,7",6,"16,0","9,5",Streamer/Criador,"42,03",0,Moderada,"1,0","0,655","0,835"
USR000242,26,Masculino,Brasil,Estudante,Média-baixa,11,Battle Royale,Mobile,Misto,Bronze,"9,3",10,"2,0","12,7","13,4","0,84",0,2,0,"0,0",0,Ultimate,"10,0","3,5","3,3","4,5","4,9","5,7","3,5","5,6","5,3",3,3,"3,1",Solteiro,"3,42",4,"17,3",7,"99,8","10,8",Streamer/Criador,"48,79",0,Moderada,"1,0","0,46","0,794"
USR000243,19,Masculino,Canadá,Empregado,Baixa,6,MOBA,PC,Console,Mestre,"8,1",10,"2,5","6,9","10,5","0,45",3,4,5,"12,32",0,Básica,"7,4","3,7","5,1","3,1","6,8","5,5","4,5","8,7","4,4",0,1,"1,7",Prefiro nao informar,"4,0",2,"26,3",5,"182,4","11,5",Competidor intenso,"55,2",1,Moderada,"1,0","0,5","0,881"
USR000244,37,Masculino,Alemanha,Empregado,Média-alta,25,Battle Royale,PC,PC high-end,Ouro,"1,7",2,"1,1","2,6","5,0","0,34",3,0,3,"71,71",17,Premium,"4,0","3,2","1,4","5,1","4,2","2,2","1,5","7,0","7,2",0,3,"1,6",Solteiro,"4,0",2,"0,0",9,"102,4","3,8",Jogador casual,"20,48",0,Leve,"1,0","0,185","0,632"
USR000245,18,Masculino,Índia,Empregado,Média,6,MMORPG,Console,Misto,Diamante,"7,8",8,"2,7","14,0","11,6","0,42",0,2,0,"7,92",7,No subscription,"5,3","8,1","6,5","10,0","3,6","6,8","5,0","6,5","8,4",1,4,"1,4",Prefiro nao informar,"4,0",4,"0,0",4,"100,0","9,1",Busca escape,"36,42",0,Leve,"1,0","0,59","0,808"
USR000246,23,Feminino,Japão,Streamer/Criador de conteudo,Média-alta,11,MMORPG,PC e console,Console,Platina,"6,7",7,"0,5","5,6","10,2","0,19",1,0,6,"65,27",17,Ultimate,"5,9","4,1","4,9","4,8","6,5","6,2","1,7","4,7","6,8",1,1,"1,7",Solteiro,"4,0",1,"17,6",4,"180,9","7,2",Streamer/Criador,"42,37",0,Moderada,"1,0","0,395","0,59"
USR000247,18,Masculino,Índia,Estudante,Baixa,6,Sandbox,PC,PC intermediario,Bronze,"2,3",1,"0,4","4,2","2,1","0,33",0,0,0,"0,0",0,No subscription,"6,1","9,2","1,8","5,8","5,4","7,8","6,5","3,9","7,7",0,2,"4,4",Em um relacionamento,"2,73",0,"0,0",0,"91,5","5,6",Jogador social,"22,45",0,Leve,"1,0","0,715","0,803"
USR000248,20,Masculino,Estados Unidos,Estudante,Média,8,MMORPG,Mobile,Console,Bronze,"3,3",5,"2,4","3,6","7,3","0,11",0,0,3,"14,69",6,No subscription,"4,2","5,0","2,7","4,2","4,0","4,5","3,7","6,9","6,3",2,4,"1,2",Solteiro,"2,8",1,"0,0",8,"120,6","4,9",Busca escape,"34,76",0,Leve,"1,0","0,41","0,939"
USR000249,19,Masculino,Coréia do Sul,Empregado,Média,7,Sandbox,PC e console,PC high-end,Prata,"4,6",4,"0,8","6,6","6,5","0,41",0,0,0,"58,08",18,Básica,"5,1","3,1","2,5","3,1","7,1","5,1","3,0","6,5","8,0",1,1,"1,2",Em um relacionamento,"4,0",2,"23,8",2,"175,9","5,2",Jogador social,"36,6",0,Leve,"1,0","0,405","0,87"
USR000250,27,Masculino,Estados Unidos,Desempregado,Média,14,MMORPG,PC e mobile,Notebook,Ouro,"3,3",2,"1,7","6,2","5,4","0,26",0,0,0,"60,58",7,No subscription,"7,4","8,3","3,3","2,7","6,3","6,3","5,8","10,0","6,2",0,0,"1,6",Prefiro nao informar,"4,0",0,"11,7",4,"131,7","4,8",Jogador social,"41,65",0,Moderada,"1,0","0,605","0,733"
